story_id,premise,initial,counterfactual,original_ending,edited_ending,generated_text
3922289b-0ae4-43d6-85ee-2b0d7bd42d4c,My husband is lazy.,He never wants to clean up.,I decided to leave him.,He likes to leave dirty dishes in the sink. i hate cleaning up his messes. But I do it anyway because I'm afraid he will leave me.,"He likes to leave dirty dishes in the sink. I hate cleaning up his messes, so now I don't have to anymore. I should never have done them because I didn't care if he left me.","I finally mustered the courage to confront my husband about his laziness and how it was straining our relationship. Despite my fears, I made the difficult decision to leave him, prioritizing my own well-being and happiness."
3922289b-0ae4-43d6-85ee-2b0d7bd42d4c,My husband is lazy.,He never wants to clean up.,I decided to leave him.,He likes to leave dirty dishes in the sink. i hate cleaning up his messes. But I do it anyway because I'm afraid he will leave me.,He likes to leave dirty dishes in the sink. I hate cleaning up his messes. But I've finally had enough.,"He likes to leave dirty dishes in the sink. I hate cleaning up his messes. But this time, I realize I deserve better. I slowly pack my bags, leaving a note explaining that I can no longer tolerate his laziness. It's"
29ed9acb-7a93-45cd-b9f2-393837ac3a95,Dana thought his girlfriend's roommate liked him.,But tonight he found out how much.,He was ready to make a move on her tonight.,He showed at his girlfriend's home and her roommate opened the door. She sat next to him and then put her feet in his lap. Dana felt flustered and pushed her feet away.,He showed at his girlfriend's home and her roommate opened the door. To his amazement she sat next to him and then put her feet in his lap. Dana felt happy and massaged her feet.,"Premise: Dana thought his girlfriend's roommate liked him.
Initial event: But tonight he found out how much.
Original ending: He showed at his girlfriend's home, and her roommate opened the door. She sat next to him and then put her"
7968047c-b14c-4560-97ec-27bed2f9d117,"Amy and Ben were young, and in love.",They were sitting on the swings in the park together.,They were sitting on the swings in the park together but Amy had to run home.,Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.,Before she left Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him goodbye.,"Ben reached over and grabbed her hand. She was surprised and slightly disappointed that she had to run home. As she rushed off, they exchanged a longing gaze, promising to meet again soon."
7968047c-b14c-4560-97ec-27bed2f9d117,"Amy and Ben were young, and in love.",They were sitting on the swings in the park together.,They were sitting on the swings in the park together but Amy had to run home.,Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him.,Ben reached over and grabbed her hand. She was surprised and pleased. She leaned over and kissed him goodbye,"Upon noticing the time, Amy realized she had to run home. Ben smiled understandingly as she got up from the swing. Promising to meet again soon, they shared a lingering gaze filled with unspoken affection. Amy hurried off, her heart racing"
2eaf7ccf-73ab-4aea-8e2a-45a80a187d61,Joe pressed the pause button.,He wasn't very interesting in the movie that he was watching.,"The movie was great, but very long, and Joe was in desperate need of a bathroom break.","He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought. He sighed and kept watching the movie.","While in the bathroom, Joe began to think about everything that was wrong in his life. Too bad life had no pause button, he thought. He sighed and kept watching the movie.","Premise: Joe pressed the pause button.
Initial event: He wasn't very interested in the movie he was watching.
Original ending: He began to think about everything that was wrong in his life. Too bad life has no pause button, he thought"
deb8c53c-77d6-4922-9663-c80d2884b306,Mike would go to his friends house.,They would play Sega for hours.,They would study for hours.,All different kinds of games. After hours he'd finally head home. Mike loved going to his friends' house.,All different kinds of subjects. After hours he'd finally head home. Mike loved going to his friends' house.,"All different kinds of study materials. After hours of productive study, Mike finally headed home. Despite the change in plans, Mike enjoyed spending time at his friend's house."
09578abd-d8e2-470a-8540-80b85346141c,John took Sarah out on a first date at a restaurant.,"He ordered her his favorite entree, a pork dish.",John and Sarah had a great and uneventful time.,Sarah took a bite and her face swelled up. She asked if there was pineapple in the dish. He said yes.,Sarah took a bite and her face showed her happiness. She asked if there was pineapple in the dish. He said yes. She loves pineapple.,"Premise: John took Sarah out on a first date at a restaurant.
Initial event: He ordered her his favorite entree, a pork dish.
Original ending: Sarah took a bite and her face swelled up. She asked if there was pineapple"
74bbd09d-62e4-47e1-bb31-389a2605d410,Carl stayed home alone while his parents were on a trip.,He was hungry and ordered food.,He was full of food and didn't want any more.,"After an hour of waiting, Carl fell asleep. 3 hours later, a knock on the door woke him up. The food had arrived and Carl was excited.","Carl fell asleep. 3 hours later, a knock on the door woke him up. A deliver driver had knocked on the wrong door and Carl was annoyed.","After an hour of waiting, Carl felt pleasantly full and decided to rest on the couch. 3 hours later, the doorbell rang, waking him up. The food had arrived, but Carl politely declined it, feeling content"
74bbd09d-62e4-47e1-bb31-389a2605d410,Carl stayed home alone while his parents were on a trip.,He was hungry and ordered food.,He was full of food and didn't want any more.,"After an hour of waiting, Carl fell asleep. 3 hours later, a knock on the door woke him up. The food had arrived and Carl was excited.","Carl fell asleep. 3 hours later, a knock on the door woke him up. Some food had arrived and Carl was confused.","After an hour of waiting, Carl fell asleep. 3 hours later, a knock on the door woke him up. Confused at first, Carl remembered he had already eaten and was full, so he politely declined the food"
ca9ff9e9-9206-4282-8ae0-6ad01539f03b,Janice was excited to bring cupcakes to her work for her birthday.,She worked all day on making the perfect frosting.,She completely rushed making the frosting.,Each cupcake was truly a work of art. Everyone at her work loved them. Janice was thrilled and happy for the rest of the day.,Each cupcake was a mess. Everyone at her work loved them because they still tasted good Janice was thrilled and happy for the rest of the day,Each cupcake was still delicious despite the rushed frosting. Everyone at her work loved them. Janice was relieved that her effort was appreciated and felt happy for the rest of the day.
ca9ff9e9-9206-4282-8ae0-6ad01539f03b,Janice was excited to bring cupcakes to her work for her birthday.,She worked all day on making the perfect frosting.,She completely rushed making the frosting.,Each cupcake was truly a work of art. Everyone at her work loved them. Janice was thrilled and happy for the rest of the day.,Each cupcake looked strange but tasted great. Everyone at her work loved them. Janice was thrilled and happy for the rest of the day.,"Each cupcake was a bit messier than usual, but still delicious. Everyone at her work appreciated the gesture, although Janice felt a pang of disappointment. Despite the rush, the joy of sharing her birthday treats with her"
6fde7e0e-1197-4d89-b9a4-403b59d9887d,Sarah didn't like the food her school served besides the burritos.,So she only bought lunch when they were serving them.,So she skipped eating a lunch in her school.,"But one day, it was announced that they would no longer serve them. Sarah recorded herself eating her last school burrito. Sarah save the video.","But one day, it was announced that they would no longer serve them and Sarah made an exception. Sarah recorded herself eating her last school burrito. Sarah save the video.","Upon skipping lunch at school, Sarah felt a pang of hunger that only intensified as the day went on. She tried to ignore it, hoping it would pass, but it persisted. Without her beloved burritos as an option, Sarah's distaste for"
21080e75-ac08-4c76-a8a3-dca85d71c1cb,Jim was in high school as he heard the tell tale tornado siren.,He felt a growing panic as he saw the green color of the sky.,Luckily it was just a drill.,Everyone moved into the hallway and kept their backs to the wall. He heard the whipping wind grow stronger outside. Jim was scared.,Everyone moved into the hallway and kept their backs to the wall. He heard his classmates start to complain. Jim was scared despite it being a drill.,"Everyone relaxed as they realized it was just a drill. Jim and his classmates returned to their classrooms with a sense of relief, grateful that they had practiced the safety procedures. The green skies outside gradually returned to a normal hue,"
21080e75-ac08-4c76-a8a3-dca85d71c1cb,Jim was in high school as he heard the tell tale tornado siren.,He felt a growing panic as he saw the green color of the sky.,Luckily it was just a drill.,Everyone moved into the hallway and kept their backs to the wall. He heard the whipping wind grow stronger outside. Jim was scared.,Everyone moved into the hallway and kept their backs to the wall. He heard the all clear signal Jim was relieved.,"Premise: Jim was in high school as he heard the tell-tale tornado siren.
Initial event: He felt a growing panic as he saw the green color of the sky.
Original ending: Everyone moved into the hallway and kept their backs to"
0e51b776-8663-4898-a7fc-9de66418ac7c,I had to reprimand two employees that worked at different locations.,I hated doing it and thought the matter was done with.,"Perhaps I overdid it, because both quit at the end of the day.","Weeks later, one left a message about a question on paperwork. I phoned with: ""It's me"" and she said horrible things about me. I was forced to fire the employee.","Weeks later, one left a message about a question on their last paycheck I phoned and before I could answer her question she said horrible things to me. I was glad I had fired the employee.","Weeks later, both employees submitted their resignations at the end of the day. I realized that perhaps I had been too harsh in reprimanding them. Despite my discomfort, I wished them well in their future endeavors and reflected"
df814f59-c2a9-4586-b884-e6ddb1e1f4e5,Ally and Jill went for a walk.,It was cold outside and it started to snow.,It was a gorgeous sunny day.,They were far away from their house and started to get very cold. They decided to knock on a stranger's door for some help. The stranger offered them hot chocolate.,They were far away from their house and started to get very hot. They decided to knock on a stranger's door for some water. The stranger offered them iced tea.,"Despite the unexpected sunny day, Ally and Jill continued their walk. They strolled through the neighborhood enjoying the warmth. As they arrived back home, they decided to make their own refreshing drinks to celebrate the beautiful weather."
f5f6f505-3394-4e87-a95f-0bc9462902c0,I went to the park to play frisbee with my dog.,I tossed the frisbee to my dog and he would catch it in his mouth.,I cut up the frisbee in front of my dog.,I accidentally threw the frisbee too far. The frisbee landed into the pond. But my dog went and got it.,I threw the frisbee in the trash. Pieces of the frisbee blew into the pond. My dog tried to get the pieces.,"I accidentally threw the frisbee too far, and it landed in the pond. But to my surprise, my dog jumped into the water and retrieved it, wagging his tail happily."
3bc8226c-47cf-4b21-9e68-238e79968dc4,Pam left her son with a new babysitter.,She told her that her son was allergic to peanut butter.,She told her that her son loved peanut butter.,But the babysitter gave him peanut butter oatmeal. The babysitter had to call the hospital. Pam was furious with the babysitter.,The babysitter gave him peanut butter oatmeal. The babysitter then put him to sleep. Pam was happy with the babysitter.,"But the babysitter gave him peanut butter oatmeal. Pam rushed home to find her son perfectly fine. The babysitter, confused about the lack of allergic reaction, apologized for the mix-up. Pam was relieved but still felt"
2936e40e-5aab-435a-bf3c-3a1de62ed338,Amy wanted to make waffles for breakfast.,She whipped up some batter quickly.,She couldn't find a recipe anywhere.,She poured the batter into the maker. When she was eating them there were lumps of dry batter. Amy was disappointed.,She decided to try to make them from memory. When she was eating them there were lumps of dry batter. Amy was disappointed.,"Frustrated with the search for a recipe, Amy decided to get creative. She improvised with the ingredients she had on hand and experimented with different ratios. Surprisingly, the waffles turned out to be a delightful success"
50b6471a-3be3-40b3-b18e-dd2ecff0ff47,Ivy needed a way to feed her family on Thanksgiving.,She entered into her local grocery store's raffle for a turkey.,She went to the local grocery store and stole a turkey.,"She submitted her receipts every week with her phone number on them. A week before Thanksgiving, Ivy got a happy phone call. She had won the drawing and the turkey was hers.","She slipped in under her shirt and pretended to be pregnant. A week before Thanksgiving, Ivy got a scary phone call. She had been caught on a security tape and was going to be fined.","Feeling guilty about stealing the turkey, Ivy decided to return to the store and confess. The store manager, moved by her honesty, offered Ivy a temporary job to help with Thanksgiving preparations. Grateful for the opportunity to earn money"
2657a777-a5fd-4be8-9ef0-99d382bab8e1,A family was driving home from vacation in Florida.,They noticed a space museum and decided to stop.,"They were in a rush to get home, because they had forgotten to leave enough water for the dog to drink.","They went inside and checked out all of the exhibits. After that, they watched a movie about space. The family was glad they spotted the museum.","They went inside watered the dog and checked out all of their messages. After that, they watched a movie on TV. The family was glad they remembered the empty water dish.","Premise: A family was driving home from vacation in Florida.
Initial event: They noticed a space museum and decided to stop.
Original ending: They went inside and checked out all of the exhibits. After that, they watched a movie about space."
c64ec79f-924a-451f-8f4c-e17e39a3bf16,My cane has a strap.,The strap is attached to the end of the cane.,"The cane is very valuable, and I was broke, so I took it to an antique shop to sell.",The attachment kept coming off. I looked for a different strap. I bought a different strap.,The strap kept coming off. They wouldn't give me much money for it. I was upset.,"The attachment kept coming off. I couldn't afford to buy a new strap, so I carefully repaired it myself, ensuring it stayed secure. My cane remained intact and functional, preserving its value until I was able to invest in"
6a2ec902-6dc4-449a-acbe-2800b3c9d75c,Hannah had a beautiful cat that she loved very much.,"However, she noticed that her cat was getting very old.",Hannah's cat died of old age in her arms.,"One day, her cat ran away and never came back. Hannah was devastated. She never saw her beautiful cat again.",Hannah was not ready for this day to come. Hannah was devastated. She buried her cat and never saw it again.,"One day, as Hannah was holding her beloved cat in her arms, she felt a sense of peace knowing that her cat had passed away peacefully without any suffering. Although sadness lingered, Hannah found solace in the final moments"
17447bac-e483-46e8-b435-5374dcbd96ac,Mark and Andy worked at a pizzeria.,They both loved to make pizza.,They both hated making pizzas.,One day they decided to open up their own pizzeria. The pizzeria became very busy and profitable. Their business became a success.,One day they decided to open up their own pizzeria and hire someone to make pizza The pizzeria became very busy and profitable. Their business became a success.,"Premise: Mark and Andy worked at a pizzeria.
Initial event: They both loved to make pizza.
Original ending: One day they decided to open up their own pizzeria. The pizzeria became very busy and profitable. Their"
63fd4365-480e-4590-9fc3-897c43bda02a,Avery needed to get to work.,She wanted to take the bus or a cab.,She wanted to take the bus or a cab but was too sick for work.,"She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.",She found she had no medicine. She realized that she had no options but to call out sick. Avery picked up her phone and called her boss.,"Premise: Avery needed to get to work.
Initial event: She wanted to take the bus or a cab.
Original ending: She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery"
199c6b70-7344-4879-96f0-33d97c3ff03e,Joey's little sister was bugging him.,He thought it might be funny to trip her.,He thought it might be funny to give her a hug.,"He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.","He hugged her, and she started laughing. Their mom ran into the room. Joey spent the afternoon in his room playing with his sister.","He went over to his little sister and pulled her in for a big hug, apologizing for wanting to trip her. She looked up at him in surprise, then smiled and hugged him back tightly. Their mom walked in,"
4c70ef85-39c9-40b5-b8c2-ed583a4fec32,Petey held the high score in the pizza parlor's arcade cabinet.,It was a campaign fighting game from the 80s.,Petey returned years later and the machine was still there.,One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.,He was no longer the high score. The staff informed him of the new high score. Petey was disappointed that he no longer had the high score..,"Years later, Petey returned to the pizza parlor and was pleasantly surprised to find the arcade cabinet still standing in its corner. With a nostalgic smile, he inserted a coin and played his favorite campaign fighting game once more,"
9d27e9f6-6abc-4a6f-84f9-9000e3418e9f,Missy bought a ticket to the carnival.,"She went in and looked around, open mouthed.",She was disappointed to see it was rundown and dirty when she got inside.,She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.,She disliked all the games and rides. She spent the whole day having a bad time. Missy decided she'd never go back to that carnival.,"Missy was disheartened to find the carnival in a state of disrepair and neglect as she entered. The once vibrant games and rides now seemed dull and broken. Despite her disappointment, she remembered the joy she felt the"
d84a7f60-afc4-477d-93d6-7fad71931df7,Barbara was excited to get her ears pierced.,Barbara's mother took her to the jewelry store at the mall.,"Barbara's mother forbade her from doing so, so she took her toy shopping instead.",Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.,Barbara picked out some fake toy earrings. The cashier checked them out. Barbara loved the toy earrings and loved wearing them.,"Barbara picked out a few new toys she had been wanting for a while. As they left the toy store, Barbara's eyes sparkled with joy. Her mother smiled, seeing her daughter's happiness, knowing that sometimes, happiness could be found in"
a0373c9e-2420-40b0-ba01-b7afd571dc2d,Angelina wants to make an apple pie.,She has the apples but they need to be peeled.,She has the bananas but they need to be peeled.,She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.,She starts peeling the bananas Finally they are all peeled. Angelina realizes her mistake and starts making banana bread,"Premise: Angelina wants to make an apple pie.
Initial event: She has the apples but they need to be peeled.
Original ending: She starts peeling. Finally, they are all peeled. Angelina finishes making the apple pie.
Counter"
462f4732-5321-4ed5-ad67-2f7bb3668062,Peyton and Tom played football often.,Tom always won for many Year's.,Peyton always won for many years.,Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.,Tom never gave up and kept practicing. Tom finally beat Peyton at a game of football. Peyton was a bad sport and punched Tom in the face.,"Peyton never gave up and kept practicing. Peyton continued to excel in their football games, maintaining a friendly and competitive spirit with Tom. One day, Peyton emerged victorious in a game, showcasing their skills and fair play. Tom gracefully"
854f0356-3888-404a-8cd7-64e11b037024,Amy's class was going to the museum on a field trip.,Amy was excited to view the King Tut exhibit.,Amy did not want to go and thought it would be boring.,Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.,Amy asked the information desk where to find an exhibit that actually might be interesting. The lady informed her the Exhibit left the month before. Amy became sad.,"Feeling disinterested in the museum, Amy decided to explore the other exhibits instead. She stumbled upon an interactive dinosaur display that captivated her imagination. Amy ended up having a surprisingly fun and educational day at the museum, discovering a"
eb3e1ca4-0942-4330-9794-78716e688d50,The other night my husband and I met our friend Greg for pizza.,"Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.","But Greg turned up drunk, and decided to order more beer instead of any food!",Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.,Greg offered my husband a glass. Neither of them could drink enough because they were so thirsty. They ended up getting more drunk.,"Premise: The other night my husband and I met our friend Greg for pizza.
Initial event: Greg ordered a pizza with anchovies, olives, and sun-dried tomatoes.
Original ending: Greg offered my husband a slice. Neither of them"
86eb7bfa-bef9-4b9f-ad5c-5679adbdd654,I called Carly to ask her on a date.,I got her voicemail.,She said that we should just stay friends which made me really sad.,"I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.","I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her and that she should rethink things.","Premise: I called Carly to ask her on a date.
Initial event: I got her voicemail.
Original ending: I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told"
37de4396-8339-4563-b523-75d83003cb4b,I rescued a kitten from the pound.,"He was adorable, sweet, purebred and free.","He was adorable, sweet, purebred and healthy.","The first morning he started acting ill, not eating and listless. The vet ran a myriad of tests and found several things wrong. I was sad my kitten was so ill.","The first morning he started acting happy, was eating and energetic. The vet ran a myriad of tests and found nothnig wrong. I was happy my kitten was so healthy.","The first morning, he woke up full of energy, running around the house and playing joyfully. I was overjoyed to see my healthy, happy kitten thriving in his new home. The vet checked him out and confirmed that he was in perfect"
5d3c83c5-54f9-4217-94ff-345e6ccb81df,Lara liked to watch music videos on YouTube.,One day she was scanning popular music on the website.,One day she was scanning popular music on the website but the electricity went out.,She found a music video by the artist Chris Brown that she liked. She felt conflicted because of the reputation of the artist. Lara decided his personal life didn't matter and enjoyed it.,She turned on her battery powered radio and Chris Brown was on. She felt conflicted because of the reputation of the artist. Lara decided his personal life didn't matter and enjoyed it.,"Since the electricity went out, Lara wasn't able to finish watching music videos on YouTube. She decided to read a book instead, finding a different form of entertainment during the power outage."
9b290c9d-18e4-4497-8477-6387e774bc4f,Larry hasn't eaten all day.,He is afraid he doesn't have any food at home to eat.,He stops at a sandwich shop and eats a ham and cheese on rye.,Finally he notices that he has instant noodles in his cupboard. He boils water to cook the noodles. He has noodles for dinner.,Finally he notices that he has instant noodles in his cupboard. He boils water to cook the noodles. He has noodles for a second dinner.,"Larry, feeling hungry with no food at home, decides to stop at a sandwich shop on his way back. He orders a delicious ham and cheese on rye and enjoys a satisfying meal before heading home."
fadad3a2-fadf-4c61-b835-621f413a59e9,Kelly really wanted a tattoo.,She begged her parents but they said no.,"Her parents were very liberal, and had no problem with her getting one.","As a result, she went and got one anyway. When she got home, her parents found out. Kelly was grounded for a week.","As a result, she went and got one with their blessing. When she got home her parents looked at the tattoo. Kelly was happy with her new tattoo.","Premise: Kelly really wanted a tattoo.
Initial event: She begged her parents but they said no.
Original ending: As a result, she went and got one anyway. When she got home, her parents found out. Kelly was grounded for a"
98010215-383a-4188-80d5-d00e3db65835,Anna and Jessica were best friends for most of their lives.,"One day at school, Jessica heard Anna saying bad things about her.","One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.","When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.","When Jessica thanked Anna, she blushed about it. Jessica knew she could trust Anna. Jessica was glad that she had  Anna as a friend.","When Jessica confronted Anna, Anna was surprised but then explained that she was genuinely praising Jessica's helpful nature to the teacher. Jessica felt relieved and grateful for Anna's kind words. Their friendship grew stronger as they learned to communicate openly"
ef1a7282-ae68-4fa3-a812-26f7a541c881,Jay was falling behind in math class.,"There was an exam at the end of the week, and he was very nervous.","There was an exam at the end of the week, and he was already prepared.","Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.","Jay hired a tutor to prepare him even more. The night before the test, Jay went to bed early and slept well. Jay aced the test.","Jay aced the test with flying colors! Despite his initial nerves, Jay's diligent preparation paid off, showcasing his true potential in math. This success boosted Jay's confidence, leading to improved performance in his future math classes and"
9923ddb7-9df6-4514-8db5-7993af72abd3,James was participating in a talent show at school.,James was going to sing but was very nervous and nauseous.,James was feeling confident about the dance he had prepared.,"He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.","He finally stepped up on stage and prepared to dance However, as soon as he began to dance, he threw up all over himself James was so embarrassed that he ran off the stage","Premise: James was participating in a talent show at school.
Initial event: James was going to sing but was very nervous and nauseous.
Original ending: He finally stepped up on stage and prepared to sing. However, as soon as he began"
02e6d026-bf8c-405b-8a47-a17c3b00e8ba,Molly wanted a new outfit for the first day of school.,She did extra chores to save the money to go shopping.,She asked her best friend if she had any clothes she could borrow.,"At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.",At her friend's house she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.,"Premise: Molly wanted a new outfit for the first day of school.
Initial event: She did extra chores to save the money to go shopping.
Original ending: At the store, she found an outfit she thought looked unique. She excitedly dressed"
45f26dd9-34dc-4847-bc17-6bbfa58f0b9b,Sam had been living on the street for Years.,He survived by begging for money.,He survived by begging for lottery tickets.,One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.,One day a stranger gave Sam a lottery ticket as usual. Sam won a million dollars! Sam bought himself a nice house and was very grateful.,"One day a passerby offered Sam a small scratch card instead of money. Sam scratched it off and, to his amazement, won a substantial sum of money! With this unexpected luck, Sam slowly built up his savings"
